Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Timestamp (Formatted)
0.0, 52.36420822143555, -2126.593017578125, 206.7977752685547, -97.71610260009766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157801439233E9, 2021-05-05 13:56:20.143
1.0, 69.07408142089844, -2092.829345703125, 214.0045623779297, -78.23870849609375, 0.0, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157801572955E9, 2021-05-05 13:56:20.157
1.0, 76.17989349365234, -2074.67578125, 217.21339416503906, -76.5407943725586, 0.0, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157801572955E9, 2021-05-05 13:56:20.157
2.0, 77.88528442382812, -2057.55078125, 228.9641571044922, -76.8624267578125, -0.14400000870227814, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780173904E9, 2021-05-05 13:56:20.173
2.0, 86.83860778808594, -2026.60693359375, 235.5314178466797, -70.38865661621094, -0.14400000870227814, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780173904E9, 2021-05-05 13:56:20.173
3.0, 96.57730865478516, -1999.8890380859375, 230.89768981933594, -57.81511306762695, -0.14400000870227814, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780174652E9, 2021-05-05 13:56:20.174
3.0, 103.51107788085938, -1990.430908203125, 233.48194885253906, -61.985103607177734, -0.14400000870227814, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780174652E9, 2021-05-05 13:56:20.174
4.0, 99.12792205810547, -1969.8726806640625, 241.24598693847656, -64.77880859375, -0.14400000870227814, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157801870286E9, 2021-05-05 13:56:20.187
4.0, 108.01766204833984, -1937.791748046875, 241.46664428710938, -54.83067321777344, -0.14400000870227814, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157801870286E9, 2021-05-05 13:56:20.187
5.0, 122.03106689453125, -1916.0068359375, 245.89842224121094, -39.747657775878906, -0.14400000870227814, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157802028058E9, 2021-05-05 13:56:20.202
5.0, 127.02009582519531, -1904.7198486328125, 251.66160583496094, -37.08858871459961, -0.14400000870227814, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157802028058E9, 2021-05-05 13:56:20.202
6.0, 119.97785949707031, -1891.312255859375, 247.4168243408203, -45.40238571166992, -0.14400000870227814, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157802036312E9, 2021-05-05 13:56:20.203
6.0, 123.43352508544922, -1867.085205078125, 253.763427734375, -33.718936920166016, -0.14400000870227814, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157802036312E9, 2021-05-05 13:56:20.203
7.0, 137.6526336669922, -1839.8250732421875, 250.99964904785156, -14.847402572631836, -0.14400000870227814, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780217062E9, 2021-05-05 13:56:20.217
7.0, 145.7869110107422, -1829.876953125, 254.03643798828125, -14.394874572753906, -0.14400000870227814, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780217062E9, 2021-05-05 13:56:20.217
8.0, 151.92408752441406, -1819.629638671875, 259.0254821777344, -28.42323875427246, -0.14400000870227814, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780232752E9, 2021-05-05 13:56:20.232
8.0, 142.58555603027344, -1799.1536865234375, 260.8655090332031, -22.170127868652344, -0.14400000870227814, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780232752E9, 2021-05-05 13:56:20.232
9.0, 158.96632385253906, -1769.3653564453125, 265.74981689453125, -12.87647533416748, -0.14400000870227814, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157802334437E9, 2021-05-05 13:56:20.233
9.0, 170.57122802734375, -1760.1651611328125, 273.08001708984375, -10.1500883102417, -0.14400000870227814, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157802334437E9, 2021-05-05 13:56:20.233
10.0, 167.0258026123047, -1749.79443359375, 272.5489501953125, -20.408634185791016, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157802471282E9, 2021-05-05 13:56:20.247
10.0, 168.83590698242188, -1724.6436767578125, 274.620849609375, -12.753058433532715, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157802471282E9, 2021-05-05 13:56:20.247
11.0, 182.31451416015625, -1697.6265869140625, 275.641845703125, 0.7330203652381897, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157802627397E9, 2021-05-05 13:56:20.262
11.0, 187.886962890625, -1689.11083984375, 284.68865966796875, -3.8146979808807373, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157802627397E9, 2021-05-05 13:56:20.262
12.0, 191.6642608642578, -1682.1845703125, 285.3356628417969, -10.445540428161621, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157802634304E9, 2021-05-05 13:56:20.263
12.0, 191.6156463623047, -1654.2923583984375, 288.5332946777344, -2.371096611022949, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157802634304E9, 2021-05-05 13:56:20.263
13.0, 198.1006317138672, -1635.2674560546875, 287.9835205078125, 7.012312412261963, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157802772424E9, 2021-05-05 13:56:20.277
13.0, 204.6342315673828, -1632.4102783203125, 286.7381286621094, 11.836783409118652, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157802772424E9, 2021-05-05 13:56:20.277
14.0, 204.2864227294922, -1622.9857177734375, 288.97833251953125, 5.714567184448242, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780292873E9, 2021-05-05 13:56:20.292
14.0, 210.17677307128906, -1593.283447265625, 288.7427062988281, 13.538437843322754, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780292873E9, 2021-05-05 13:56:20.292
15.0, 220.4914093017578, -1577.1383056640625, 288.8736267089844, 24.87781524658203, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780293461E9, 2021-05-05 13:56:20.293
15.0, 220.3231201171875, -1567.616455078125, 295.9869079589844, 17.16240119934082, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780293461E9, 2021-05-05 13:56:20.293
16.0, 216.51589965820312, -1559.680419921875, 292.10113525390625, 8.545671463012695, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157803071332E9, 2021-05-05 13:56:20.307
16.0, 217.63412475585938, -1539.7392578125, 292.6883239746094, 16.197505950927734, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157803071332E9, 2021-05-05 13:56:20.307
17.0, 239.3180694580078, -1519.3006591796875, 299.9736328125, 31.2917423248291, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157803227632E9, 2021-05-05 13:56:20.322
17.0, 240.8776092529297, -1511.488037109375, 300.736572265625, 27.256391525268555, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157803227632E9, 2021-05-05 13:56:20.322
18.0, 238.01284790039062, -1504.33740234375, 300.15313720703125, 18.983732223510742, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780323554E9, 2021-05-05 13:56:20.323
18.0, 245.23458862304688, -1487.6573486328125, 307.4796142578125, 29.571388244628906, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780323554E9, 2021-05-05 13:56:20.323
19.0, 253.73912048339844, -1466.1641845703125, 308.5193176269531, 39.72895812988281, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157803372436E9, 2021-05-05 13:56:20.337
19.0, 262.90936279296875, -1461.990478515625, 309.8507080078125, 39.29138946533203, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157803372436E9, 2021-05-05 13:56:20.337
20.0, 256.3121643066406, -1456.7994384765625, 313.7514343261719, 27.768756866455078, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157803681548E9, 2021-05-05 13:56:20.368
20.0, 264.3230285644531, -1435.3885498046875, 315.9355163574219, 29.395612716674805, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157803681548E9, 2021-05-05 13:56:20.368
21.0, 270.8828125, -1418.8358154296875, 311.417724609375, 36.42288589477539, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157803838468E9, 2021-05-05 13:56:20.383
21.0, 270.3667297363281, -1414.6171875, 318.9162292480469, 39.51952362060547, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157803838468E9, 2021-05-05 13:56:20.383
22.0, 263.5414123535156, -1411.20263671875, 314.5854187011719, 35.353275299072266, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157803846567E9, 2021-05-05 13:56:20.384
22.0, 261.6153564453125, -1391.13427734375, 312.9772644042969, 41.07158279418945, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157803846567E9, 2021-05-05 13:56:20.384
23.0, 269.5813293457031, -1381.1038818359375, 312.2292785644531, 56.910057067871094, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157803853233E9, 2021-05-05 13:56:20.385
23.0, 272.2030029296875, -1372.150634765625, 316.7246398925781, 54.65489959716797, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157803853233E9, 2021-05-05 13:56:20.385
24.0, 270.9277038574219, -1371.896240234375, 314.6976318359375, 48.74585723876953, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780397718E9, 2021-05-05 13:56:20.397
24.0, 267.2663269042969, -1358.866455078125, 315.5316162109375, 54.527740478515625, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780397718E9, 2021-05-05 13:56:20.397
25.0, 275.740966796875, -1335.813720703125, 312.2106018066406, 63.41374206542969, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.62021578039841E9, 2021-05-05 13:56:20.398
25.0, 282.4391174316406, -1345.672119140625, 314.08428955078125, 60.67987823486328, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.62021578039841E9, 2021-05-05 13:56:20.398
26.0, 279.8323974609375, -1336.5355224609375, 315.6176452636719, 54.35570526123047, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157804126985E9, 2021-05-05 13:56:20.412
26.0, 281.39569091796875, -1314.7767333984375, 313.21661376953125, 55.47767639160156, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157804126985E9, 2021-05-05 13:56:20.412
27.0, 293.9505310058594, -1301.71337890625, 311.47381591796875, 66.33086395263672, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780413392E9, 2021-05-05 13:56:20.413
27.0, 290.49859619140625, -1299.6563720703125, 317.6932678222656, 61.16606521606445, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780413392E9, 2021-05-05 13:56:20.413
28.0, 302.6046447753906, -1292.4720458984375, 318.5010986328125, 56.51362991333008, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780427045E9, 2021-05-05 13:56:20.427
28.0, 295.97381591796875, -1278.19677734375, 320.66650390625, 50.54848861694336, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.620215780427045E9, 2021-05-05 13:56:20.427
29.0, 318.45062255859375, -1255.6527099609375, 326.7101745605469, 64.81620788574219, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157804428053E9, 2021-05-05 13:56:20.442
29.0, 313.85052490234375, -1259.0111083984375, 329.66094970703125, 65.19767761230469, -0.14400000870227814, 0.06400000303983688, 1.040000081062317, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6202157804428053E9, 2021-05-05 13:56:20.442
